🌐央视频道,#genre#
CCTV4,http://111.113.88.198:2000/rtp/239.121.4.134:8786
CCTV4,http://218.86.187.134:8188/rtp/238.255.2.213:5999
CCTV4,http://61.159.135.86:18000/rtp/238.255.2.213:5999
CCTV4,http://27.191.201.123:19999/rtp/239.254.201.205:4220
CCTV4,http://1.58.246.115:4000/rtp/229.58.190.131:5000
CCTV4,http://111.162.204.74:8686/rtp/225.1.1.150:5002
CCTV4,http://223.167.230.235:4022/rtp/239.45.0.2:5140
CCTV4,http://36.46.98.173:8025/rtp/239.112.205.202:5140
CCTV4,http://27.191.201.123:19999/rtp/239.254.201.206:4220
CCTV4,http://114.100.195.157:4022/rtp/238.1.78.236:7760
CCTV4,http://106.59.3.175:55555/rtp/239.200.201.181:4220
CCTV4,http://106.59.2.207:55555/rtp/239.200.201.181:4220
CCTV4,http://106.116.241.102:9999/rtp/239.254.201.205:4220
CCTV4,http://223.198.242.106:4000/rtp/239.253.64.196:5140
CCTV4,http://114.254.33.252:18888/rtp/239.3.1.105:8092
CCTV4,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/51/index.m3u8?msisdn=2025112510005420620d4e3b4c475986ba97cd586d6d36&mdspid=&spid=699004&netType=0&sid=2200179344&pid=2028597139&timestamp=20251125100054&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807416&ParentNodeID=-99&assertID=2200179344&client_ip=106.13.250.88&SecurityKey=20251125100054&promotionId=&mvid=2200179344&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=3056f2413b1f72cd3b59f646c3d1ac6a&ddCalcu=a360ec52a681f0d234c1634b61ff9752bc3d
CCTV4,http://106.116.241.102:9999/rtp/239.254.200.190:6307
CCTV4,http://223.167.245.20:8001/rtp/239.45.0.2:5140
CCTV4,http://39.77.27.74:4002/rtp/239.253.254.187:8000
CCTV4,http://114.254.39.127:8888/rtp/239.3.1.105:8092
CCTV4,http://218.86.187.134:8188/rtp/238.255.2.214:5999
CCTV4,http://111.113.88.198:2000/rtp/239.121.4.124:8002
CCTV4,http://114.254.39.127:8888/rtp/239.3.1.213:4220
CCTV4,http://111.113.88.198:2000/rtp/239.121.4.123:8000
CCTV4,http://115.171.216.120:4000/rtp/225.1.8.4:8092
CCTV4,http://36.46.98.83:8025/rtp/239.112.205.202:5140
CCTV4,http://61.159.135.86:18000/rtp/238.255.2.214:5999
CCTV4,http://27.191.201.123:19999/rtp/239.254.200.190:6307
CCTV4,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?msisdn=202511251000542b3c44966120477699c930daf2812ad5&mdspid=&spid=699004&netType=0&sid=2200179315&pid=2028597139&timestamp=20251125100054&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807419&ParentNodeID=-99&assertID=2200179315&client_ip=106.13.250.88&SecurityKey=20251125100054&promotionId=&mvid=2200179315&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d0517ddb9a989762b178cf90100779a8&ddCalcu=8da0e9527187700d0d1b099af9c8897716b2
CCTV4,http://114.254.33.252:18888/rtp/239.3.1.213:4220
CCTV4,http://39.77.27.74:4002/rtp/239.253.254.186:8000
CCTV4,http://61.159.135.86:18000/rtp/238.255.2.92:5999
CCTV4,http://218.86.187.134:8188/rtp/238.255.2.92:5999
CCTV4,http://1.58.246.115:4001/rtp/229.58.190.131:5000
CCTV4,http://118.78.196.198:55555/rtp/226.0.2.156:9160
CCTV4,http://180.105.201.177:9981/rtp/239.49.8.131:6000
CCTV4,http://115.171.80.57:1688/rtp/225.1.8.4:8092
CCTV4,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=20251125100053c9caa2ea90ee4fbb8c789b6d00c2a5b9&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20251125100053&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=106.13.250.88&SecurityKey=20251125100053&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=bac08dee47c48e6c8f32e06207c4e1bc&ddCalcu=cbbae1c2e01480cd7e0e24670ce4283ef68c
CCTV4,http://114.107.44.68:8188/rtp/238.1.78.236:7760
CCTV4,http://106.116.241.102:9999/rtp/239.254.201.206:4220
CCTV5,http://115.171.216.120:4000/rtp/225.1.8.89:8000
CCTV5,http://180.105.201.177:9981/rtp/239.49.1.5:6000
CCTV5,http://27.191.201.123:19999/rtp/239.254.201.153:7206
CCTV5,http://1.58.246.115:4000/rtp/229.58.190.60:5000
CCTV5,http://36.46.98.83:8025/rtp/239.112.205.222:5140
CCTV5,http://114.254.33.252:18888/rtp/239.3.1.173:8001
CCTV5,http://111.113.88.198:2000/rtp/239.121.4.152:8896
CCTV5,http://61.159.135.86:18000/rtp/238.255.2.134:5999
CCTV5,http://106.116.241.102:9999/rtp/239.254.201.153:7206
CCTV5,http://115.171.80.57:1688/rtp/225.1.8.89:8000
CCTV5,http://223.167.230.235:4022/rtp/239.45.1.69:5140
CCTV5,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=20251125100053d248f0da70e2456899889da7a90a5f03&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20251125100053&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=106.13.250.88&SecurityKey=20251125100053&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=5be4570bd7a225e1e93036212238c11a&ddCalcu=a51be1e2c4185037202b1d276a3202359ee1
CCTV5,http://115.171.216.125:4000/rtp/225.1.8.89:8000
CCTV5,http://114.107.44.68:8188/rtp/238.1.78.171:7240
CCTV5,http://39.77.27.74:4002/rtp/239.253.254.192:8000
CCTV5,http://114.254.39.127:8888/rtp/239.3.1.173:8001
CCTV5,http://111.162.204.74:8686/rtp/225.1.1.160:5002
CCTV5,http://36.46.98.173:8025/rtp/239.112.205.222:5140
CCTV5,http://223.198.242.106:4000/rtp/239.253.64.245:5140
CCTV5,http://118.78.196.198:55555/rtp/226.0.2.209:9584
CCTV5,http://218.86.187.134:8188/rtp/238.255.2.134:5999
CCTV5,http://1.58.246.115:4001/rtp/229.58.190.60:5000
CCTV5,http://114.100.195.157:4022/rtp/238.1.78.171:7240
CCTV5,http://223.167.245.20:8001/rtp/239.45.1.69:5140
CCTV6,http://223.167.230.235:4022/rtp/239.45.1.70:5140
CCTV6,http://36.46.98.83:8025/rtp/239.112.205.223:5140
CCTV6,http://61.159.135.86:18000/rtp/238.255.2.135:5999
CCTV6,http://115.171.216.125:4000/rtp/225.1.8.84:8000
CCTV6,http://218.86.187.134:8188/rtp/238.255.2.135:5999
CCTV6,http://36.46.98.173:8025/rtp/239.112.205.223:5140
CCTV6,http://1.58.246.115:4001/rtp/229.58.190.61:5000
CCTV6,http://114.107.44.68:8188/rtp/238.1.78.172:7248
CCTV6,http://114.254.33.252:18888/rtp/239.3.1.174:8001
CCTV6,http://114.254.39.127:8888/rtp/239.3.1.174:8001
CCTV6,http://27.191.201.123:19999/rtp/239.254.201.154:7207
CCTV6,http://115.171.216.120:4000/rtp/225.1.8.84:8000
CCTV6,http://223.198.242.106:4000/rtp/239.253.64.246:5140
CCTV6,http://180.105.201.177:9981/rtp/239.49.1.6:6000
CCTV6,http://118.78.196.198:55555/rtp/226.0.2.210:9592
CCTV6,http://1.58.246.115:4000/rtp/229.58.190.61:5000
CCTV6,http://111.113.88.198:2000/rtp/239.121.4.153:8902
CCTV6,http://106.59.2.207:55555/rtp/239.200.200.21:9020
CCTV6,http://106.116.241.102:9999/rtp/239.254.201.154:7207
CCTV6,http://115.171.80.57:1688/rtp/225.1.8.84:8000
CCTV6,http://114.100.195.157:4022/rtp/238.1.78.172:7248
CCTV6,http://111.162.204.74:8686/rtp/225.1.1.195:5002
CCTV6,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=20251125100054d8b608a895454dc19e54260aba1ca309&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20251125100054&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=106.13.250.88&SecurityKey=20251125100054&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=c06813c561613b3e69e1884e4a29eccc&ddCalcu=ccc0ec62e8491023ac45e641868113eb936e
CCTV6,http://39.77.27.74:4002/rtp/239.253.254.193:8000
CCTV6,http://223.167.245.20:8001/rtp/239.45.1.70:5140
CCTV6,http://106.59.3.175:55555/rtp/239.200.200.21:9020
CCTV7,http://115.171.216.125:4000/rtp/225.1.8.7:8104
CCTV7,http://36.46.98.173:8025/rtp/239.112.205.83:5140
CCTV7,http://114.100.195.157:4022/rtp/238.1.78.239:7784
CCTV7,http://1.58.246.115:4000/rtp/229.58.190.132:5000
CCTV7,http://115.171.216.120:4000/rtp/225.1.8.7:8104
CCTV7,http://118.78.196.198:55555/rtp/226.0.2.159:9184
CCTV7,http://36.46.98.83:8025/rtp/239.112.205.83:5140
CCTV7,http://1.58.246.115:4001/rtp/229.58.190.132:5000
CCTV7,http://223.198.242.106:4000/rtp/239.253.64.54:5140
CCTV7,http://111.113.88.198:2000/rtp/239.121.4.156:8920
CCTV7,http://111.162.204.74:8686/rtp/225.1.1.138:5002
CCTV7,http://218.86.187.134:8188/rtp/238.255.2.12:5999
CCTV7,http://114.254.39.127:8888/rtp/239.3.1.61:8104
CCTV7,http://106.116.241.102:9999/rtp/239.254.200.159:6000
CCTV7,http://114.254.33.252:18888/rtp/239.3.1.61:8104
CCTV7,http://180.105.201.177:9981/rtp/239.49.1.254:6000
CCTV7,http://27.191.201.123:19999/rtp/239.254.200.159:6000
CCTV7,http://223.167.245.20:8001/rtp/239.45.3.56:5140
CCTV7,http://115.171.80.57:1688/rtp/225.1.8.7:8104
CCTV7,http://114.107.44.68:8188/rtp/238.1.78.239:7784
CCTV7,http://39.77.27.74:4002/rtp/239.253.254.233:8000
CCTV7,http://223.167.230.235:4022/rtp/239.45.3.56:5140
CCTV7,http://61.159.135.86:18000/rtp/238.255.2.12:5999
CCTV7,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=202511251000546980b85a846c4669afd1dff00f464a66&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20251125100054&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=106.13.250.88&SecurityKey=20251125100054&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ef1a7acdef2d28dda7f4b9852a625262&ddCalcu=2e6fe2125a32706aac2d5e8f92bd42f87dad
CCTV8,http://61.159.135.86:18000/rtp/238.255.2.136:5999
CCTV8,http://39.77.27.74:4002/rtp/239.253.254.194:8000
CCTV8,http://218.86.187.134:8188/rtp/238.255.2.136:5999
CCTV8,http://1.58.246.115:4000/rtp/229.58.190.63:5000
CCTV8,http://106.116.241.102:9999/rtp/239.254.201.155:7208
CCTV8,http://111.162.204.74:8686/rtp/225.1.1.196:5002
CCTV8,http://115.171.216.120:4000/rtp/225.1.8.85:8000
CCTV8,http://114.254.39.127:8888/rtp/239.3.1.175:8001
CCTV8,http://1.58.246.115:4001/rtp/229.58.190.63:5000
CCTV8,http://36.46.98.173:8025/rtp/239.112.205.224:5140
CCTV8,http://223.198.242.106:4000/rtp/239.253.64.247:5140
CCTV8,http://115.171.80.57:1688/rtp/225.1.8.85:8000
CCTV8,http://223.167.230.235:4022/rtp/239.45.1.71:5140
CCTV8,http://114.254.33.252:18888/rtp/239.3.1.175:8001
CCTV8,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=202511251000541d73e7463d404bc896c143402cce3045&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20251125100054&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=106.13.250.88&SecurityKey=20251125100054&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=079758ad0e2c1e005addceabe21fa484&ddCalcu=4087e492a74f50182aedb0aee2ccd1dea050
CCTV8,http://223.167.245.20:8001/rtp/239.45.1.71:5140
CCTV8,http://180.105.201.177:9981/rtp/239.49.1.8:6000
CCTV8,http://114.107.44.68:8188/rtp/238.1.78.173:7256
CCTV8,http://118.78.196.198:55555/rtp/226.0.2.211:9600
CCTV8,http://36.46.98.83:8025/rtp/239.112.205.224:5140
CCTV8,http://114.100.195.157:4022/rtp/238.1.78.173:7256
CCTV8,http://27.191.201.123:19999/rtp/239.254.201.155:7208
CCTV8,http://111.113.88.198:2000/rtp/239.121.4.154:8908
CCTV8,http://115.171.216.125:4000/rtp/225.1.8.85:8000
CCTV9,http://115.171.216.125:4000/rtp/225.1.8.9:8112
CCTV9,http://1.58.246.115:4001/rtp/229.58.190.156:5000
CCTV9,http://223.198.242.106:4000/rtp/239.253.64.76:5140
CCTV9,http://27.191.201.123:19999/rtp/239.254.200.59:8112
CCTV9,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=20251125100054f835bc88468643c393e74342fb15160d&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20251125100054&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=106.13.250.88&SecurityKey=20251125100054&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=5440e2ad3922b6af223ae3e709023f97&ddCalcu=7594ef423032e0029a0d73e932e2ab362a2f
CCTV9,http://111.162.204.74:8686/rtp/225.1.1.119:5002
CCTV9,http://115.171.80.57:1688/rtp/225.1.8.9:8112
CCTV9,http://36.46.98.173:8025/rtp/239.112.205.85:5140
CCTV9,http://114.100.195.157:4022/rtp/238.1.78.240:7792
CCTV9,http://114.254.39.127:8888/rtp/239.3.1.62:8112
CCTV9,http://114.107.44.68:8188/rtp/238.1.78.240:7792
CCTV9,http://114.254.33.252:18888/rtp/239.3.1.62:8112
CCTV9,http://61.159.135.86:18000/rtp/238.255.2.155:5999
CCTV9,http://106.116.241.102:9999/rtp/239.254.200.59:8112
CCTV9,http://111.113.88.198:2000/rtp/239.121.4.157:8926
CCTV9,http://36.46.98.83:8025/rtp/239.112.205.85:5140
CCTV9,http://39.77.27.74:4002/rtp/239.253.254.79:8000
CCTV9,http://180.105.201.177:9981/rtp/239.49.8.53:9814
CCTV9,http://115.171.216.120:4000/rtp/225.1.8.9:8112
CCTV9,http://118.78.196.198:55555/rtp/226.0.2.161:9200
CCTV9,http://218.86.187.134:8188/rtp/238.255.2.155:5999
CCTV9,http://223.167.230.235:4022/rtp/239.45.3.4:5140
CCTV9,http://223.167.245.20:8001/rtp/239.45.3.4:5140
CCTV9,http://1.58.246.115:4000/rtp/229.58.190.156:5000
CCTV10,http://27.191.201.123:19999/rtp/239.254.200.160:6000
CCTV10,http://36.46.98.83:8025/rtp/239.112.205.86:5140
CCTV10,http://114.254.33.252:18888/rtp/239.3.1.63:8116
CCTV10,http://1.58.246.115:4000/rtp/229.58.190.157:5000
CCTV10,http://223.167.245.20:8001/rtp/239.45.3.8:5140
CCTV10,http://223.167.230.235:4022/rtp/239.45.3.8:5140
CCTV10,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=202511251000542065df3c62454bb3b5c6bf42bdb1bb37&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20251125100054&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=106.13.250.88&SecurityKey=20251125100054&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=a09d949c08aef01e44642ed0c2f61b1e&ddCalcu=ea10eb921d4690f429cc00d8ea2e4f60414e
CCTV10,http://115.171.216.125:4000/rtp/225.1.8.10:8116
CCTV10,http://106.116.241.102:9999/rtp/239.254.200.160:6000
CCTV10,http://36.46.98.173:8025/rtp/239.112.205.86:5140
CCTV10,http://111.162.204.74:8686/rtp/225.1.1.140:5002
CCTV10,http://39.77.27.74:4002/rtp/239.253.254.234:8000
CCTV10,http://114.107.44.68:8188/rtp/238.1.78.241:7800
CCTV10,http://223.198.242.106:4000/rtp/239.253.64.87:5140
CCTV10,http://180.105.201.177:9981/rtp/239.49.8.134:6000
CCTV10,http://61.159.135.86:18000/rtp/238.255.2.13:5999
CCTV10,http://115.171.80.57:1688/rtp/225.1.8.10:8116
CCTV10,http://114.100.195.157:4022/rtp/238.1.78.241:7800
CCTV10,http://106.59.3.175:55555/rtp/239.200.200.107:8116
CCTV10,http://111.113.88.198:2000/rtp/239.121.4.158:8932
